vuln_id,asset_id,vulnerability_name,cve,severity,cvss,exploit_available,patch_available,days_open,asset_exposure,auth_required,status,affected_component,asset_name,asset_type,environment,owner_team,business_service,internet_exposed,criticality,data_classification,edr_installed,last_seen_days,location,vendor_product,business_owner,business_impact,customer_facing,compliance_scope,revenue_impact,rto_hours,depends_on,risk_appetite,matched_cve_or_control,threat_actor,campaign_name,ransomware_association,cveID,knownRansomwareCampaignUse,threat_score,exposure_score,criticality_score,severity_score,hygiene_score,risk_score
V-2075,A-1025,Privileged Containers Running in Production,K8S-SYN-002,High,8.4,No,Yes,60,Internal,Yes,Open,Pod Security Policy,k8s-cluster-prod-01,Kubernetes Cluster,Production,DevOps,Payment Processing,No,Critical,Payment Card Data,Yes,1,UAE,Kubernetes 1.27 / Ubuntu 22.04,CFO,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,,None observed,,No,,Unknown,0.0,3.5,9.129166666666666,7.98,1.0666666666666667,4.061958333333333
V-2076,A-1025,Container Images With Critical CVEs,CVE-SYN-2024-0999,High,8.2,No,Yes,55,Internal,Yes,Open,Container Image,k8s-cluster-prod-01,Kubernetes Cluster,Production,DevOps,Payment Processing,No,Critical,Payment Card Data,Yes,1,UAE,Kubernetes 1.27 / Ubuntu 22.04,CFO,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,,None observed,,No,,Unknown,0.0,3.5,9.129166666666666,7.84,0.9833333333333334,4.039625
V-2077,A-1026,PostgreSQL Privilege Escalation,CVE-2024-10978,Critical,9.2,Yes,Yes,40,Internal,Yes,Open,Database Engine,analytics-db-prod,Database,Production,Data Engineering,Analytics Platform,No,Medium,Aggregated Analytics,Yes,2,UAE,PostgreSQL 15 / Ubuntu 22.04,Chief Product Officer,Business intelligence and product analytics unavailable,No,GDPR,Low,48,,High,CVE-2024-10978,BlackCinder,Database Grab,Yes,,Unknown,7.0,3.5,1.85,9.44,0.7999999999999999,4.4615
V-2078,A-1026,Excessive Data Access by Analytics Users,CTRL-SYN-003,Medium,6.0,No,Yes,70,Internal,Yes,Open,DB Access Control,analytics-db-prod,Database,Production,Data Engineering,Analytics Platform,No,Medium,Aggregated Analytics,Yes,2,UAE,PostgreSQL 15 / Ubuntu 22.04,Chief Product Officer,Business intelligence and product analytics unavailable,No,GDPR,Low,48,,High,,None observed,,No,,Unknown,0.0,3.5,1.85,5.3999999999999995,1.2999999999999998,2.0075
V-2079,A-1027,PostgreSQL Privilege Escalation,CVE-2024-10978,Critical,9.2,Yes,Yes,40,Internal,Yes,Open,Database Engine,data-warehouse-prod,Database,Production,Data Engineering,Data Warehouse,No,High,Customer PII,Yes,2,UAE,PostgreSQL 14 / Ubuntu 20.04,Chief Product Officer,Historical reporting and ML model training blocked,No,GDPR,Medium,24,,Medium,CVE-2024-10978,BlackCinder,Database Grab,Yes,,Unknown,7.0,3.5,5.049999999999999,9.44,0.7999999999999999,5.2615
V-2080,A-1027,Customer PII Not Masked in Dev Queries,CTRL-SYN-008,High,7.8,No,Yes,95,Internal,Yes,Open,Data Masking,data-warehouse-prod,Database,Production,Data Engineering,Data Warehouse,No,High,Customer PII,Yes,2,UAE,PostgreSQL 14 / Ubuntu 20.04,Chief Product Officer,Historical reporting and ML model training blocked,No,GDPR,Medium,24,,Medium,,None observed,,No,,Unknown,0.0,3.5,5.049999999999999,7.5600000000000005,1.7166666666666666,3.065166666666667
V-2081,A-1030,HashiCorp Vault Audit Log Disabled,CTRL-SYN-009,High,8.0,No,Yes,60,Internal,Yes,Open,Vault Audit,secrets-vault-prod,Application Server,Production,DevOps,DevOps Platform,No,Critical,Secrets,Yes,1,UAE,HashiCorp Vault 1.15,VP Engineering,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,,None observed,,No,,Unknown,0.0,3.5,5.9,7.699999999999999,1.0666666666666667,3.2266666666666666
V-2082,A-1030,Vault Token with Excessive Policies,CTRL-SYN-010,High,7.6,No,Yes,45,Internal,Yes,Open,Vault Token Policy,secrets-vault-prod,Application Server,Production,DevOps,DevOps Platform,No,Critical,Secrets,Yes,1,UAE,HashiCorp Vault 1.15,VP Engineering,"Build, deploy and monitoring toolchain offline; operational visibility lost",No,SOC 2,Medium,12,Software Delivery,Medium,,None observed,,No,,Unknown,0.0,3.5,5.9,7.42,0.8166666666666667,3.1736666666666666
V-2083,A-1032,WordPress PHP Object Injection via Plugin,CVE-2024-4577,Critical,9.8,Yes,Yes,40,Internet,No,Open,PHP CGI,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,UAE,WordPress 6.2 / PHP 7.4 / Apache 2.4,Head of Marketing,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,CVE-2024-4577,AmberFox,HR Data Theft,No,CVE-2024-4577,Known,6.5,10.0,2.8000000000000003,9.86,0.7333333333333333,6.209333333333333
V-2083,A-1032,WordPress PHP Object Injection via Plugin,CVE-2024-4577,Critical,9.8,Yes,Yes,40,Internet,No,Open,PHP CGI,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,UAE,WordPress 6.2 / PHP 7.4 / Apache 2.4,Head of Marketing,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,CVE-2024-4577,GrayLotus,CMS Spray,No,CVE-2024-4577,Known,6.5,10.0,2.8000000000000003,9.86,0.7333333333333333,6.209333333333333
V-2084,A-1032,WordPress Plugin XSS,CVE-SYN-2025-0123,High,7.9,Yes,Yes,45,Internet,No,Open,CMS Plugin,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,UAE,WordPress 6.2 / PHP 7.4 / Apache 2.4,Head of Marketing,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,CVE-SYN-2025-0123,GrayLotus,CMS Spray,No,,Unknown,3.5,10.0,2.8000000000000003,7.630000000000001,0.8166666666666667,5.094666666666667
V-2085,A-1032,Directory Listing Enabled,CVE-SYN-2023-0110,Medium,5.4,No,Yes,250,Internet,No,Open,Web Server Config,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,UAE,WordPress 6.2 / PHP 7.4 / Apache 2.4,Head of Marketing,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,,None observed,,No,,Unknown,0.0,10.0,2.8000000000000003,4.9799999999999995,3.066666666666667,4.004666666666667
V-2086,A-1032,PHP 7.4 End of Life,CVE-SYN-2024-0012,High,7.5,No,No,280,Internet,No,Open,PHP Runtime,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,UAE,WordPress 6.2 / PHP 7.4 / Apache 2.4,Head of Marketing,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,,None observed,,No,,Unknown,0.0,10.0,2.8000000000000003,7.35,5.066666666666666,4.441666666666666
V-2087,A-1033,Confluence Server RCE - Older Version,CVE-2023-22527,Critical,10.0,Yes,Yes,200,Internal,No,Open,OGNL Template Engine,internal-wiki-prod,Application Server,Production,Engineering,Internal Communications,No,Medium,Internal Confidential,Yes,4,UAE,Atlassian Confluence 7.19,COO,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,CVE-2023-22527,RedMantis,Collaboration Breach,Yes,CVE-2023-22527,Known,10.0,5.0,3.2,10.0,3.2666666666666666,6.376666666666667
V-2088,A-1033,Confluence Unrestricted File Upload,CVE-SYN-2025-0339,High,8.1,No,Yes,55,Internal,Yes,Open,File Upload Handler,internal-wiki-prod,Application Server,Production,Engineering,Internal Communications,No,Medium,Internal Confidential,Yes,4,UAE,Atlassian Confluence 7.19,COO,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,,None observed,,No,,Unknown,0.0,3.5,3.2,7.77,1.1833333333333333,2.570333333333333
V-2089,A-1034,Windows Server 2012 R2 End of Support — No Security Patches,CVE-SYN-2024-0001,Critical,10.0,No,No,365,Internal,Yes,Open,Operating System,legacy-payments-db,Database,Production,Payments Team,Financial Reporting,No,High,Financial Data,No,45,UAE,PostgreSQL 11 / Windows Server 2012 R2,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,CVE-SYN-2024-0001,GhostByte,Legacy OS Exploitation,No,,Unknown,2.0,3.5,6.966666666666667,10.0,10.0,5.216666666666667
V-2090,A-1034,PostgreSQL 11 End of Life,CVE-SYN-2024-0002,High,8.0,No,No,280,Internal,Yes,Open,Database Engine,legacy-payments-db,Database,Production,Payments Team,Financial Reporting,No,High,Financial Data,No,45,UAE,PostgreSQL 11 / Windows Server 2012 R2,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,,None observed,,No,,Unknown,0.0,3.5,6.966666666666667,7.699999999999999,10.0,4.386666666666667
V-2091,A-1034,No EDR Agent Installed,CTRL-SYN-001,High,7.5,No,Yes,90,Internal,Yes,Open,Endpoint Control,legacy-payments-db,Database,Production,Payments Team,Financial Reporting,No,High,Financial Data,No,45,UAE,PostgreSQL 11 / Windows Server 2012 R2,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,CTRL-SYN-001,Unknown,Endpoint Drift,No,,Unknown,0.0,3.5,6.966666666666667,7.35,6.5,4.001666666666667
V-2092,A-1038,Fortinet SSL-VPN Heap Buffer Overflow RCE,CVE-2024-21762,Critical,9.8,Yes,Yes,27,Internet,No,Open,VPN Firmware,vpn-staging,VPN Gateway,Staging,Network Team,Remote Access,Yes,Medium,Staging Access,No,10,India,Fortinet FortiGate 7.2.5,CIO,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,CVE-2024-21762,CrimsonJackal,Gateway Breaker,Yes,CVE-2024-21762,Known,10.0,7.9,4.408333333333333,9.86,4.116666666666667,7.474749999999999
V-2093,A-1038,Staging VPN Shares Production Credentials,CTRL-SYN-011,Critical,9.0,No,Yes,30,Internet,No,Open,Credential Management,vpn-staging,VPN Gateway,Staging,Network Team,Remote Access,Yes,Medium,Staging Access,No,10,India,Fortinet FortiGate 7.2.5,CIO,Remote employees and administrators lose secure network access,No,ISO 27001,High,2,,Low,,None observed,,No,,Unknown,0.0,7.9,4.408333333333333,9.3,4.166666666666667,4.423750000000001
V-2094,A-1045,Microsoft Exchange NTLM Relay Privilege Escalation,CVE-2024-21410,Critical,9.8,Yes,Yes,90,Internal,No,Open,NTLM Auth,email-server-staging,Mail Server,Staging,IT Operations,Internal Communications,No,Low,Test Data,No,14,India,Microsoft Exchange 2019 CU12,COO,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,CVE-2024-21410,Unknown,Exchange NTLMv2 Relay,No,CVE-2024-21410,Unknown,1.5,2.9,1.8000000000000003,9.86,5.433333333333334,3.154333333333333
V-2095,A-1046,Jenkins Arbitrary File Read via CLI,CVE-2024-23897,Critical,9.8,Yes,Yes,90,Internal,No,Open,Jenkins CLI,dev-build-server-01,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,12,India,Jenkins 2.414 / Ubuntu 22.04,VP Engineering,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,CVE-2024-23897,SilentForge,Build Chain Theft,No,CVE-2024-23897,Known,6.5,1.85,4.05,9.86,5.3,4.941
V-2096,A-1046,Exposed CI/CD Secrets in Build Vars,CICD-SYN-001,Critical,9.4,Yes,Yes,14,Internal,Yes,Open,Build Pipeline,dev-build-server-01,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,12,India,Jenkins 2.414 / Ubuntu 22.04,VP Engineering,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,CICD-SYN-001,SilentForge,Build Chain Theft,No,,Unknown,3.5,0.35,4.05,9.58,4.033333333333333,3.5113333333333334
V-2097,A-1047,Jenkins Arbitrary File Read via CLI,CVE-2024-23897,Critical,9.8,Yes,Yes,90,Internal,No,Open,Jenkins CLI,dev-build-server-02,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,15,India,Jenkins 2.387 / Ubuntu 20.04,VP Engineering,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,CVE-2024-23897,SilentForge,Build Chain Theft,No,CVE-2024-23897,Known,6.5,1.85,4.05,9.86,5.5,4.960999999999999
V-2098,A-1047,Outdated Build Agent — EOL Version,CVE-SYN-2023-0771,Medium,6.2,No,Yes,180,Internal,Yes,Open,Build Agent,dev-build-server-02,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,15,India,Jenkins 2.387 / Ubuntu 20.04,VP Engineering,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,,None observed,,No,,Unknown,0.0,0.35,4.05,5.54,7.0,2.354
V-2099,A-1051,Executive Laptop Missing EDR Agent,CTRL-SYN-001,High,7.5,No,Yes,9,Internal,Yes,Open,Endpoint Control,exec-laptop-ceo,Endpoint,Production,Executive Office,Executive Operations,No,High,Executive Confidential,No,9,UAE,Windows 11 22H2,CEO Office,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,CTRL-SYN-001,Unknown,Endpoint Drift,No,,Unknown,0.0,3.5,6.083333333333335,7.35,3.75,3.505833333333334
V-2100,A-1051,Windows DWM Kernel Privilege Escalation,CVE-2024-30051,High,7.8,Yes,Yes,22,Internal,Yes,Open,Windows DWM,exec-laptop-ceo,Endpoint,Production,Executive Office,Executive Operations,No,High,Executive Confidential,No,9,UAE,Windows 11 22H2,CEO Office,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,,None observed,,No,CVE-2024-30051,Known,4.5,3.5,6.083333333333335,7.5600000000000005,3.966666666666667,4.8985
V-2101,A-1051,NTLM Hash Disclosure via Spoofing,CVE-2024-43451,Medium,6.5,Yes,Yes,30,Internal,Yes,Open,NTLM Protocol,exec-laptop-ceo,Endpoint,Production,Executive Office,Executive Operations,No,High,Executive Confidential,No,9,UAE,Windows 11 22H2,CEO Office,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,,None observed,,No,CVE-2024-43451,Unknown,1.5,3.5,6.083333333333335,5.75,4.1,3.830833333333334
V-2102,A-1052,Windows DWM Kernel Privilege Escalation,CVE-2024-30051,High,7.8,Yes,Yes,22,Internal,Yes,Open,Windows DWM,exec-laptop-cfo,Endpoint,Production,Finance Team,Executive Operations,No,High,Executive Confidential,Yes,2,UAE,Windows 11 22H2,CEO Office,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,,None observed,,No,CVE-2024-30051,Known,4.5,3.5,6.083333333333335,7.5600000000000005,0.5,4.551833333333334
V-2103,A-1052,NTLM Hash Disclosure via Spoofing,CVE-2024-43451,Medium,6.5,Yes,Yes,30,Internal,Yes,Open,NTLM Protocol,exec-laptop-cfo,Endpoint,Production,Finance Team,Executive Operations,No,High,Executive Confidential,Yes,2,UAE,Windows 11 22H2,CEO Office,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,,None observed,,No,CVE-2024-43451,Unknown,1.5,3.5,6.083333333333335,5.75,0.6333333333333333,3.4841666666666673
V-2104,A-1057,Missing EDR Agent on Operations Workstation,CTRL-SYN-001,High,7.5,No,Yes,7,Internal,Yes,Open,Endpoint Control,ops-workstation-001,Endpoint,Production,IT Operations,Employee Services,No,Medium,Internal Confidential,No,7,UAE,Windows 10 21H2,Head of HR,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,CTRL-SYN-001,Unknown,Endpoint Drift,No,,Unknown,0.0,3.5,4.35,7.35,3.5833333333333335,3.055833333333333
V-2105,A-1057,Windows 10 21H2 EOL — No Extended Support,CVE-SYN-2024-0003,High,7.9,No,No,90,Internal,Yes,Open,Operating System,ops-workstation-001,Endpoint,Production,IT Operations,Employee Services,No,Medium,Internal Confidential,No,7,UAE,Windows 10 21H2,Head of HR,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,,None observed,,No,,Unknown,0.0,3.5,4.35,7.630000000000001,6.966666666666667,3.422166666666667
V-2106,A-1058,Missing EDR Agent on Finance Workstation,CTRL-SYN-001,High,7.5,No,Yes,6,Internal,Yes,Open,Endpoint Control,ops-workstation-002,Endpoint,Production,Finance Team,Financial Reporting,No,Medium,Financial Data,No,6,UAE,Windows 10 21H2,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,CTRL-SYN-001,Unknown,Endpoint Drift,No,,Unknown,0.0,3.5,6.366666666666667,7.35,3.5,3.5516666666666667
V-2107,A-1058,Windows 10 21H2 EOL,CVE-SYN-2024-0003,High,7.9,No,No,90,Internal,Yes,Open,Operating System,ops-workstation-002,Endpoint,Production,Finance Team,Financial Reporting,No,Medium,Financial Data,No,6,UAE,Windows 10 21H2,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,,None observed,,No,,Unknown,0.0,3.5,6.366666666666667,7.630000000000001,6.9,3.9196666666666666
V-2108,A-1059,Windows Server 2012 R2 End of Support,CVE-SYN-2024-0001,Critical,10.0,No,No,365,Internal,Yes,Open,Operating System,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,UAE,Windows Server 2012 R2 / IIS 8.5,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,CVE-SYN-2024-0001,GhostByte,Legacy OS Exploitation,No,,Unknown,2.0,3.5,6.966666666666667,10.0,10.0,5.216666666666667
V-2109,A-1059,IIS 8.5 Multiple Vulnerabilities,CVE-SYN-2024-0050,High,8.3,No,No,280,Internal,Yes,Open,Web Server,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,UAE,Windows Server 2012 R2 / IIS 8.5,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,,None observed,,No,,Unknown,0.0,3.5,6.966666666666667,7.91,10.0,4.407666666666667
V-2110,A-1059,No EDR Installed on Legacy Server,CTRL-SYN-001,High,7.5,No,Yes,62,Internal,Yes,Open,Endpoint Control,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,UAE,Windows Server 2012 R2 / IIS 8.5,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,CTRL-SYN-001,Unknown,Endpoint Drift,No,,Unknown,0.0,3.5,6.966666666666667,7.35,6.033333333333333,3.955
V-2111,A-1059,Orphaned Asset — No Assigned Owner,CTRL-SYN-012,High,8.0,No,Yes,62,Internal,Yes,Open,Asset Management,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,UAE,Windows Server 2012 R2 / IIS 8.5,CFO,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,,None observed,,No,,Unknown,0.0,3.5,6.966666666666667,7.699999999999999,6.033333333333333,3.99
V-2112,A-1060,Ubuntu 18.04 End of Life,CVE-SYN-2024-0004,High,8.0,No,No,200,Internal,Yes,Open,Operating System,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,UAE,Various / Ubuntu 18.04,Head of Infrastructure,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,,None observed,,No,,Unknown,0.0,3.5,6.166666666666667,7.699999999999999,10.0,4.186666666666667
V-2113,A-1060,DR Site Not Tested in Over 6 Months,CTRL-SYN-013,High,7.5,No,Yes,185,Internal,Yes,Open,DR Procedure,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,UAE,Various / Ubuntu 18.04,Head of Infrastructure,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,,None observed,,No,,Unknown,0.0,3.5,6.166666666666667,7.35,8.0,3.951666666666667
V-2114,A-1060,No EDR on Disaster Recovery Site,CTRL-SYN-001,High,7.5,No,Yes,38,Internal,Yes,Open,Endpoint Control,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,UAE,Various / Ubuntu 18.04,Head of Infrastructure,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,CTRL-SYN-001,Unknown,Endpoint Drift,No,,Unknown,0.0,3.5,6.166666666666667,7.35,5.633333333333333,3.7150000000000003
